EstacaoCodigo;NivelConsistencia;Data;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
21050000;2;05/1970;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;619.09882;619.09882;606.62457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1
21050000;2;06/1970;1;1;597.33209;434.08401;510.04568;1;30;1;1;1;;0;597.33209;585.02661;575.86121;569.78137;569.78137;563.72607;554.6889;548.69489;545.70709;539.75012;533.81787;527.9104;519.09601;516.17029;510.33771;487.25919;487.25919;487.25919;484.4028;484.4028;481.5528;475.87189;475.87189;470.21649;461.78149;458.9826;458.9826;456.19019;439.57159;434.08401;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
21050000;2;07/1970;1;1;434.08401;349.88989;391.33789;1;31;1;1;1;;0;434.08401;431.34991;431.34991;431.34991;431.34991;428.6225;425.90149;417.77811;404.371;404.371;404.371;404.371;401.70941;401.70941;399.0545;391.12979;388.50171;380.65741;378.05609;378.05609;378.05609;370.29269;365.15109;362.59052;362.59052;357.48969;357.48969;354.94949;352.41629;352.41629;349.88989;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
21050000;2;08/1970;1;1;347.3703;279.66769;305.2662;1;30;1;1;1;;0;347.3703;347.3703;339.85309;337.36121;332.39828;327.4632;325.0061;322.55609;320.11301;317.677;315.24799;315.24799;310.41119;308.00351;305.60281;303.2092;298.44351;291.3486;288.99789;288.99789;288.99789;286.65451;286.65451;286.65451;284.31839;281.98941;281.98941;281.98941;281.98941;279.66769;279.66769;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
21050000;2;09/1970;1;1;327.4632;256.85269;289.34341;8;17;1;1;1;;0;279.66769;279.66769;279.66769;291.3486;293.70639;303.2092;315.24799;327.4632;303.2092;291.3486;286.65451;284.31839;284.31839;281.98941;281.98941;281.98941;256.85269;261.3569;256.85269;279.66769;279.66769;279.66769;286.65451;286.65451;284.31839;303.2092;327.4632;300.82281;296.07141;315.24799;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
21050000;2;10/1970;1;1;637.9895;322.55609;433.7897;28;1;1;1;1;;0;322.55609;322.55609;329.92719;349.88989;375.46149;393.76471;467.39841;501.63599;519.09601;487.25919;458.9826;383.26541;404.371;447.85172;417.77811;404.371;383.26541;357.48969;352.41629;342.3519;339.85309;370.29269;383.26541;404.371;445.08521;501.63599;594.24658;637.9895;597.33209;575.86121;575.86121;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
21050000;2;11/1970;1;1;1489.6678;594.24658;901.02777;24;1;2;2;2;;0;594.24658;634.82611;663.50952;702.49481;718.98602;738.96582;803.59027;838.42023;856.04401;1078.1252;1020.7999;856.04401;1001.9555;752.40039;838.42023;606.62457;735.6214;938.88379;946.22339;856.04401;803.59027;803.59027;1051.2261;1489.6678;1429.0585;1319.0441;1058.8854;1156.3866;891.70569;845.45313;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;
21050000;2;12/1970;1;1;803.59027;404.371;620.27258;7;31;1;1;1;;0;738.96582;682.89697;673.17688;631.6687;769.32202;689.40631;803.59027;769.32202;762.53632;686.14868;686.14868;702.49481;663.50952;676.41101;644.33398;551.68878;545.70709;548.69489;591.16718;695.9389;669.94849;682.89697;666.72607;606.62457;522.02789;445.08521;450.62479;436.82449;420.47931;409.71399;404.371;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
21050000;2;01/1971;1;1;1116.9968;372.87369;543.47888;21;4;2;2;2;;0;404.371;401.70941;378.05609;372.87369;372.87369;399.0545;431.34991;434.08401;516.17029;551.68878;487.25919;431.34991;404.371;415.0835;467.39841;487.25919;545.70709;699.21393;686.14868;856.04401;1116.9968;834.91211;803.59027;715.67621;597.33209;622.2323;501.63599;456.19019;442.3251;513.25092;501.63599;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1
21050000;2;02/1971;1;1;735.6214;420.47931;575.78778;19;6;1;1;1;;0;475.87189;516.17029;487.25919;487.25919;464.5867;420.47931;420.47931;481.5528;516.17029;572.8183;575.86121;600.42352;637.9895;581.96539;591.16718;606.62457;669.94849;699.21393;735.6214;735.6214;686.14868;666.72607;669.94849;653.8952;566.75067;478.7092;516.17029;606.62457;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
