EstacaoCodigo;NivelConsistencia;Data;MediaDiaria;TipoMedicaoCotas;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Cota01;Cota02;Cota03;Cota04;Cota05;Cota06;Cota07;Cota08;Cota09;Cota10;Cota11;Cota12;Cota13;Cota14;Cota15;Cota16;Cota17;Cota18;Cota19;Cota20;Cota21;Cota22;Cota23;Cota24;Cota25;Cota26;Cota27;Cota28;Cota29;Cota30;Cota31;Cota01Status;Cota02Status;Cota03Status;Cota04Status;Cota05Status;Cota06Status;Cota07Status;Cota08Status;Cota09Status;Cota10Status;Cota11Status;Cota12Status;Cota13Status;Cota14Status;Cota15Status;Cota16Status;Cota17Status;Cota18Status;Cota19Status;Cota20Status;Cota21Status;Cota22Status;Cota23Status;Cota24Status;Cota25Status;Cota26Status;Cota27Status;Cota28Status;Cota29Status;Cota30Status;Cota31Status
36510000;2;01/1999;1;1;;;;;;0;0;0;;0;9639.0;9638.0;9637.0;9636.0;9636.0;9635.0;9634.0;9634.0;9633.0;9633.0;9632.0;9631.0;9630.0;9629.0;9629.0;9628.0;9628.0;9627.0;9626.0;9625.0;;9628.0;9627.0;9626.0;;9624.0;9624.0;9623.0;9622.0;9621.0;9623.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0
36510000;2;02/1999;1;1;;;;;;0;0;0;;0;;9622.0;9621.0;;9619.0;9619.0;9618.0;9618.0;;9616.0;9615.0;9614.0;;9628.0;9629.0;9629.0;9627.0;;9624.0;9624.0;9625.0;;9626.0;9626.0;9625.0;9625.0;;9625.0;;;;;0;0;;0;0;0;0;;0;0;0;;0;0;0;0;;0;0;0;;0;0;0;0;;0;;;
36510000;2;03/1999;1;1;;;;;;0;0;0;;0;9626.0;9625.0;;9622.0;9621.0;9620.0;9619.0;;9622.0;9622.0;9621.0;9620.0;9622.0;9622.0;9644.0;9645.0;9646.0;;;;;;;;;;;;;;9746.0;0;0;;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0
36510000;2;04/1999;1;1;;;;;;0;0;0;;0;;9745.0;9744.0;9744.0;9743.0;9743.0;9742.0;9741.0;9740.0;9740.0;9739.0;9739.0;9738.0;9740.0;9740.0;9741.0;9740.0;9739.0;9738.0;9737.0;9737.0;9736.0;9736.0;9735.0;9735.0;9734.0;9734.0;9734.0;9733.0;9733.0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36510000;2;05/1999;1;1;;;;;;0;0;0;;0;9733.0;;;;;;;;;;;;;;;9732.0;9732.0;9731.0;9731.0;9730.0;9731.0;9732.0;9733.0;9734.0;9735.0;9736.0;9737.0;9736.0;9736.0;9736.0;9735.0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36510000;2;06/1999;1;1;9735.0;9714.0;9724.7334;1;30;1;1;1;;0;9735.0;9734.0;9733.0;9732.0;9732.0;9731.0;9730.0;9729.0;9728.0;9728.0;9728.0;9727.0;9726.0;9726.0;9725.0;9725.0;9724.0;9723.0;9723.0;9722.0;9721.0;9721.0;9720.0;9720.0;9719.0;9718.0;9717.0;9716.0;9715.0;9714.0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36510000;2;07/1999;1;1;;;;;;0;0;0;;0;9713.0;9712.0;9711.0;9710.0;9710.0;9709.0;9709.0;9708.0;9708.0;9707.0;9706.0;9705.0;9704.0;9703.0;9702.0;9702.0;9701.0;9701.0;;9700.0;9699.0;9699.0;;9698.0;9697.0;9697.0;9696.0;;9694.0;9693.0;9693.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;;0;0;0
36510000;2;08/1999;1;1;;;;;;0;0;0;;0;;9691.0;9690.0;9689.0;9688.0;;9686.0;9686.0;9685.0;;9684.0;9683.0;9682.0;9681.0;;;;;;;;;;;;;;;;;;;0;0;0;0;;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;
36510000;2;09/1999;1;1;;;;;;0;0;0;;0;;9664.0;9663.0;9663.0;;9662.0;9661.0;9659.0;9658.0;;9656.0;9655.0;9654.0;;;;;;;;;;;;;;;;;9640.0;;;0;0;0;;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;;0;
36510000;2;10/1999;1;1;9639.0;9611.0;9625.4844;1;31;1;1;1;;0;9639.0;9638.0;9637.0;9636.0;9635.0;9634.0;9634.0;9633.0;9632.0;9631.0;9631.0;9630.0;9629.0;9628.0;9627.0;9626.0;9625.0;9624.0;9623.0;9622.0;9621.0;9620.0;9619.0;9618.0;9617.0;9616.0;9615.0;9614.0;9613.0;9612.0;9611.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36510000;2;12/1999;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;9566.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
36510000;2;01/2000;1;1;;;;;;0;0;0;;0;9566.0;9565.0;9564.0;9563.0;9562.0;9561.0;9561.0;9562.0;9564.0;9564.0;9564.0;9564.0;9563.0;9563.0;9562.0;9564.0;9563.0;9563.0;9562.0;9561.0;9561.0;9560.0;9559.0;9558.0;9557.0;;9557.0;9556.0;9555.0;9554.0;9553.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0
