EstacaoCodigo;NivelConsistencia;Data;MediaDiaria;TipoMedicaoCotas;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Cota01;Cota02;Cota03;Cota04;Cota05;Cota06;Cota07;Cota08;Cota09;Cota10;Cota11;Cota12;Cota13;Cota14;Cota15;Cota16;Cota17;Cota18;Cota19;Cota20;Cota21;Cota22;Cota23;Cota24;Cota25;Cota26;Cota27;Cota28;Cota29;Cota30;Cota31;Cota01Status;Cota02Status;Cota03Status;Cota04Status;Cota05Status;Cota06Status;Cota07Status;Cota08Status;Cota09Status;Cota10Status;Cota11Status;Cota12Status;Cota13Status;Cota14Status;Cota15Status;Cota16Status;Cota17Status;Cota18Status;Cota19Status;Cota20Status;Cota21Status;Cota22Status;Cota23Status;Cota24Status;Cota25Status;Cota26Status;Cota27Status;Cota28Status;Cota29Status;Cota30Status;Cota31Status
64497010;1;02/1996;1;1;4979.0;4968.0;4971.0;12;22;1;1;1;;0;4972.0;4978.0;4976.0;4970.0;4970.0;4969.0;4969.0;4969.0;4970.0;4969.0;4972.0;4979.0;4974.0;4970.0;4970.0;4969.0;4969.0;4970.0;4970.0;4970.0;4970.0;4968.0;4969.0;4972.0;4970.0;4974.0;4974.0;4974.0;4973.0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
64497010;1;03/1997;1;1;4984.0;4973.0;4980.0;1;31;1;1;1;;0;4984.0;4984.0;4984.0;4984.0;4984.0;4984.0;4984.0;4984.0;4983.0;4982.0;4982.0;4982.0;4982.0;4982.0;4982.0;4981.0;4980.0;4980.0;4980.0;4980.0;4980.0;4980.0;4978.0;4978.0;4977.0;4977.0;4976.0;4976.0;4974.0;4974.0;4973.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
64497010;1;11/1997;1;1;4979.0;4960.0;4976.0;2;12;1;1;1;;0;4978.0;4979.0;4979.0;4979.0;4978.0;4978.0;4977.0;4976.0;4974.0;4976.0;4975.0;4960.0;4969.0;4969.0;4970.0;4974.0;4975.0;4977.0;4978.0;4978.0;4978.0;4978.0;4978.0;4978.0;4978.0;4979.0;4979.0;4979.0;4977.0;4976.0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
64497010;1;12/1997;1;1;4980.0;4972.0;4976.0;13;27;1;1;1;;0;4978.0;4978.0;4978.0;4978.0;4978.0;4977.0;4977.0;4977.0;4977.0;4977.0;4979.0;4977.0;4980.0;4980.0;4977.0;4976.0;4976.0;4976.0;4976.0;4976.0;4975.0;4974.0;4975.0;4974.0;4973.0;4973.0;4972.0;4972.0;4972.0;4972.0;4972.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
64497010;1;01/1998;1;1;4978.0;4968.0;4973.0;4;28;1;1;1;4975.0;1;4972.0;4972.0;4975.0;4978.0;4978.0;4976.0;4974.0;4975.0;4976.0;4976.0;4976.0;4975.0;4974.0;4974.0;4974.0;4974.0;4974.0;4974.0;4974.0;4974.0;4974.0;4972.0;4972.0;4970.0;4970.0;4970.0;4969.0;4968.0;4968.0;4969.0;4970.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
64497010;1;02/1998;1;1;4988.0;4970.0;4976.0;28;1;1;1;1;4975.0;1;4970.0;4970.0;4970.0;4970.0;4970.0;4970.0;4970.0;4970.0;4970.0;4971.0;4976.0;4978.0;4980.0;4978.0;4982.0;4980.0;4978.0;4978.0;4978.0;4978.0;4978.0;4978.0;4978.0;4978.0;4978.0;4978.0;4978.0;4988.0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
64497010;1;03/1998;1;1;5020.0;4970.0;4983.0;1;21;1;1;1;4975.0;1;5020.0;5005.0;4987.0;4976.0;4972.0;4978.0;4978.0;4978.0;4978.0;4979.0;4978.0;4979.0;4979.0;4979.0;4979.0;4986.0;4980.0;4996.0;4987.0;4977.0;4970.0;4972.0;4970.0;4979.0;4979.0;4979.0;4979.0;4978.0;4990.0;5002.0;5012.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
64497010;1;04/1998;1;1;5008.0;4920.0;4985.0;1;12;1;1;1;4975.0;1;5008.0;4994.0;4989.0;4978.0;4976.0;4986.0;4986.0;4990.0;4994.0;4988.0;4983.0;4920.0;4977.0;4982.0;4999.0;5004.0;5006.0;4988.0;4980.0;4978.0;4979.0;4977.0;4982.0;4980.0;4980.0;4990.0;4984.0;4998.0;4994.0;4987.0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
64497010;1;05/1998;1;1;5002.0;4950.0;4982.0;15;27;1;1;1;4975.0;1;4985.0;4982.0;4986.0;4987.0;4984.0;4983.0;4982.0;4980.0;4980.0;4980.0;4980.0;4980.0;4994.0;4994.0;5002.0;4988.0;4983.0;4980.0;4982.0;4978.0;4978.0;4978.0;4982.0;4980.0;4980.0;4980.0;4950.0;4977.0;4977.0;4978.0;4978.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
64497010;1;06/1998;1;1;4978.0;4966.0;4973.0;1;18;1;1;1;4975.0;1;4978.0;4978.0;4978.0;4978.0;4978.0;4978.0;4978.0;4978.0;4967.0;4967.0;4967.0;4967.0;4967.0;4967.0;4976.0;4975.0;4974.0;4966.0;4966.0;4966.0;4966.0;4966.0;4976.0;4976.0;4976.0;4976.0;4974.0;4974.0;4974.0;4973.0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
