EstacaoCodigo;NivelConsistencia;Data;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
66210000;2;08/1982;1;1;;;;;;0;0;0;;0;;;;;;;110.71329;99.998711;99.998711;92.234741;99.998711;89.699463;89.699463;92.234741;89.699463;87.190857;84.709099;84.709099;84.709099;84.709099;87.190857;82.254387;119.01552;94.796486;89.699463;92.234741;97.384537;92.234741;89.699463;89.699463;87.190857;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66210000;2;09/1982;1;1;176.64378;79.826912;110.47014;28;5;1;1;1;;0;87.190857;87.190857;84.709099;82.254387;79.826912;82.254387;84.709099;92.234741;89.699463;102.63884;102.63884;89.699463;89.699463;84.709099;110.71329;110.71329;113.4556;124.67487;154.42473;116.22306;119.01552;105.30476;107.99629;151.34288;121.83284;155.9744;145.24957;176.64378;139.2509;121.83284;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66210000;2;10/1982;1;1;133.34785;82.254387;97.687866;25;15;1;1;1;;0;105.30476;96.087234;94.796486;92.234741;88.441818;88.441818;87.190857;88.441818;96.087234;97.384537;120.42108;93.512314;89.699463;87.190857;82.254387;82.254387;84.709099;84.709099;106.64733;113.4556;124.67487;101.31554;97.384537;97.384537;133.34785;98.68837;99.998711;97.384537;107.99629;96.087234;94.796486;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66210000;2;11/1982;1;1;179.90894;85.946609;116.0819;24;12;1;1;1;;0;94.796486;94.796486;96.087234;112.08129;106.64733;96.087234;98.68837;106.64733;99.998711;102.63884;101.31554;85.946609;123.25078;165.39392;136.28735;133.34785;128.98395;120.42108;137.76613;116.22306;103.96858;114.83619;126.10511;179.90894;133.34785;146.76407;103.96858;110.71329;109.35162;96.087234;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66210000;2;12/1982;1;1;301.69406;92.234741;146.39539;16;2;1;1;1;;0;112.08129;92.234741;112.08129;109.35162;103.96858;97.384537;101.31554;106.64733;105.30476;109.35162;120.42108;140.74164;140.74164;159.09114;183.19653;301.69406;178.27356;149.81073;143.741;123.25078;145.24957;139.2509;210.29318;194.87833;193.19292;233.32874;163.8096;134.81459;140.74164;170.1812;121.83284;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66210000;2;01/1983;1;1;1156.4359;148.28445;330.04214;19;4;1;1;1;;0;165.39392;189.83861;163.8096;148.28445;246.10207;206.82961;219.04639;163.8096;152.88087;155.9744;212.03308;309.6922;471.32352;420.6344;473.67883;363.57031;264.79004;546.36566;1156.4359;411.65265;303.68622;321.83633;321.83633;311.70401;222.58513;313.72073;536.44977;372.14502;278.17538;323.87741;483.1441;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66210000;2;02/1983;1;1;958.87823;162.23102;378.93167;10;28;1;1;1;;0;516.82349;369.99429;272.40842;244.26166;213.77835;219.04639;299.70685;546.36566;934.40985;958.87823;761.42938;464.28415;694.9314;633.37213;471.32352;372.14502;301.69406;262.89813;240.59645;240.59645;213.77835;235.1378;219.04639;220.8131;194.87833;178.27356;166.98398;162.23102;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
66210000;2;03/1983;1;1;466.62616;168.57974;249.79366;30;2;1;1;1;;0;171.78835;168.57974;246.10207;224.36249;210.29318;334.1553;266.68701;323.87741;259.1297;212.03308;206.82961;213.77835;194.87833;193.19292;194.87833;189.83861;176.64378;175.01965;378.62527;391.71152;257.25317;212.03308;227.93312;231.52492;201.6749;198.26566;231.52492;184.84871;454.96039;466.62616;344.55344;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66210000;2;04/1983;1;1;285.93512;136.28735;194.9402;12;30;1;1;1;;0;261.01135;246.10207;219.04639;226.14516;219.04639;283.98767;264.79004;229.72639;198.26566;199.96754;222.58513;285.93512;244.26166;201.6749;184.84871;173.40117;168.57974;159.09114;155.9744;148.28445;145.24957;176.64378;170.1812;151.34288;152.88087;168.57974;162.23102;151.34288;140.74164;136.28735;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66210000;2;05/1983;1;1;139.2509;97.384537;116.04986;1;21;1;1;1;;0;139.2509;133.34785;127.54148;124.67487;121.83284;120.42108;117.61617;116.22306;114.83619;114.83619;114.83619;113.4556;112.08129;110.71329;109.35162;107.99629;107.99629;106.64733;107.99629;106.64733;97.384537;123.25078;126.10511;123.25078;117.61617;113.4556;110.71329;109.35162;107.99629;105.30476;134.81459;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
