EstacaoCodigo;NivelConsistencia;Data;MediaDiaria;TipoMedicaoCotas;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Cota01;Cota02;Cota03;Cota04;Cota05;Cota06;Cota07;Cota08;Cota09;Cota10;Cota11;Cota12;Cota13;Cota14;Cota15;Cota16;Cota17;Cota18;Cota19;Cota20;Cota21;Cota22;Cota23;Cota24;Cota25;Cota26;Cota27;Cota28;Cota29;Cota30;Cota31;Cota01Status;Cota02Status;Cota03Status;Cota04Status;Cota05Status;Cota06Status;Cota07Status;Cota08Status;Cota09Status;Cota10Status;Cota11Status;Cota12Status;Cota13Status;Cota14Status;Cota15Status;Cota16Status;Cota17Status;Cota18Status;Cota19Status;Cota20Status;Cota21Status;Cota22Status;Cota23Status;Cota24Status;Cota25Status;Cota26Status;Cota27Status;Cota28Status;Cota29Status;Cota30Status;Cota31Status
15120000;1;03/1998;1;1;342.0;284.0;329.0;26;1;1;1;1;;0;288.0;300.0;302.0;307.0;315.0;319.0;322.0;324.0;325.0;326.0;328.0;329.0;328.0;329.0;334.0;336.0;335.0;334.0;335.0;336.0;337.0;339.0;340.0;341.0;341.0;341.0;342.0;340.0;338.0;336.0;336.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
15120000;1;04/1998;1;1;338.0;284.0;310.0;3;25;1;1;1;;0;336.0;336.0;337.0;337.0;336.0;333.0;329.0;325.0;321.0;319.0;316.0;314.0;314.0;312.0;309.0;307.0;306.0;306.0;304.0;301.0;298.0;295.0;292.0;289.0;286.0;287.0;286.0;286.0;287.0;288.0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
15120000;1;05/1998;1;1;287.0;216.0;247.0;1;26;1;1;1;;0;286.0;283.0;280.0;278.0;274.0;270.0;266.0;266.0;266.0;265.0;263.0;261.0;258.0;256.0;245.0;243.0;240.0;238.0;236.0;233.0;229.0;227.0;225.0;222.0;219.0;216.0;221.0;223.0;223.0;222.0;221.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
15120000;1;10/2007;1;1;;;;;;0;0;0;;0;60.0;59.0;58.0;58.0;58.0;60.0;60.0;61.0;61.0;62.0;62.0;63.0;64.0;65.0;66.0;66.0;67.0;68.5;70.5;72.5;;;;;;70.0;70.0;71.0;71.0;72.0;72.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1
15120000;1;11/2007;1;1;108.0;72.0;89.0;28;1;0;0;0;;0;72.5;74.0;74.0;74.0;75.0;75.0;76.0;76.0;78.5;80.5;82.5;84.5;86.5;88.5;90.5;92.0;92.0;92.0;92.0;94.0;94.0;94.0;96.0;97.5;99.5;102.5;104.5;108.0;107.0;106.0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
15120000;1;07/2008;1;1;170.0;94.0;130.0;1;31;0;0;0;;0;169.5;167.5;164.5;162.5;160.5;157.5;155.5;153.0;149.5;147.5;145.5;143.5;140.5;137.5;134.5;131.0;127.5;125.5;121.0;117.5;114.5;110.5;107.5;105.5;103.5;101.5;100.0;97.5;96.0;95.0;94.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
